"DBH","HSB","p_mort","intensity"
10,4.07568200462293,0.459962822377745,5509.14102708199
20,4.07568200462293,0.283433745374892,5509.14102708199
30,4.07568200462293,0.15518596957769,5509.14102708199
40,4.07568200462293,0.0786021896161987,5509.14102708199
50,4.07568200462293,0.0381074730791687,5509.14102708199
60,4.07568200462293,0.0180660010334058,5509.14102708199
70,4.07568200462293,0.00847190138162507,5509.14102708199
80,4.07568200462293,0.00395232023745844,5509.14102708199
90,4.07568200462293,0.0018393677495197,5509.14102708199
